idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
6270,5af749a118e4261b6296c17e,Napa,808,6-8,3,38.294426,-122.26017,4,(707) 253-3688,Silverado Middle School,public,www.sms.nvusd.org
6271,5af749a118e4261b6296c17f,Napa,514,K-5,2,38.278202,-122.30372,4,(707) 253-3666,Snow Elementary School,public,www.snes.nvusd.org
6272,5af749a118e4261b6296c180,Napa,266,K-8,NA,38.32859,-122.31174,5,(707) 224-6525,St. Apollinaris Elementary School,private,http://www.stapollinaris.com/
6273,5af749a118e4261b6296c181,Napa,147,K-8,NA,38.302784,-122.28774,4,(707) 224-8388,St. John The Baptist Catholic,private,http://www.stjohnscatholic.org
6274,5af749a118e4261b6296c182,Napa,287,K-8,NA,38.321125,-122.320656,3,(707) 226-7970,St. John's Lutheran Elementary School,private,
6275,5af749a118e4261b6296c183,Napa,266,K-8,7,38.3401,-122.32302,4,(707) 252-5522,Stone Bridge,charter,www.stonebridgeschool.org
6276,5af749a118e4261b6296c184,Napa,73,K-6,NA,38.34516,-122.31246,5,(707) 253-1105,Sunrise Montessori Of Napa Valley,private,http://www.sunrisemontessoriofnapavalley.yolasite.com/
6277,5af749a118e4261b6296c185,Napa,78,11-12,NA,38.29961,-122.27856,5,(707) 255-6000,The Oxbow School,private,http://oxbowschool.org/
6278,5af749a118e4261b6296c186,Napa,160,10-12,NA,38.314156,-122.30328,5,(707) 253-3791,Valley Oak High School,public,www.vohs.nvusd.org
6279,5af749a118e4261b6296c187,Napa,374,K-5,8,38.334606,-122.25724,5,(707) 253-3544,Vichy Elementary School,public,www.ves.nvusd.org
6280,5af749a118e4261b6296c188,Napa,1808,9-12,7,38.33306,-122.30375,4,(707) 253-3601,Vintage High School,public,www.vhs.nvusd.org
6281,5af749a118e4261b6296c189,Napa,351,K-5,4,38.30869,-122.31614,5,(707) 253-3516,West Park Elementary School,public,www.wpes.nvusd.org
6282,5af749a218e4261b6296c18a,National City,NA,K-8,NA,32.667862,-117.07767,5,(619) 267-5500,Beacon Classical Academy National City,charter,www.beaconclassical.com
6283,5af749a218e4261b6296c18b,National City,11,K-1,NA,32.678944,-117.093895,5,(619) 477-8092,Bethel Academy,private,
6284,5af749a218e4261b6296c18c,National City,677,K-6,6,32.67612,-117.10133,3,(619) 336-7400,Central Elementary School,public,http://nsd.us/schools/central/
6285,5af749a218e4261b6296c18d,National City,NA,K-6,NA,32.67759,-117.09983,3,(619) 477-9151,Community Center For Excellence,private,
6286,5af749a218e4261b6296c18e,National City,495,K-6,4,32.688488,-117.08891,4,(619) 336-8000,El Toyon Elementary School,public,
6287,5af749a218e4261b6296c18f,National City,84,K-12,NA,32.674088,-117.077934,5,(619) 434-2265,Faithful Ambassadors Bible Baptist Academy,private,
6288,5af749a218e4261b6296c190,National City,921,7-9,4,32.67261,-117.07387,4,(619) 472-6000,Granger Junior High School,public,www.sweetwaterschools.org/
6289,5af749a218e4261b6296c191,National City,300,K-8,5,32.676342,-117.10674,4,(619) 336-0808,Integrity Charter School,charter,www.integritycharterschool.net
6290,5af749a218e4261b6296c192,National City,566,K-6,6,32.6852,-117.07363,4,(619) 336-8200,Ira Harbison School,public,
6291,5af749a218e4261b6296c193,National City,456,K-6,5,32.66906,-117.09721,3,(619) 336-8800,John A. Otis Elementary School,public,
6292,5af749a218e4261b6296c194,National City,367,K-6,4,32.66639,-117.10638,5,(619) 336-8300,Kimball School,public,
6293,5af749a218e4261b6296c195,National City,689,K-6,4,32.672535,-117.08438,4,(619) 336-8500,Las Palmas School,public,
6294,5af749a218e4261b6296c196,National City,603,K-6,5,32.671265,-117.07567,3,(619) 336-8600,Lincoln Acres School,public,
6295,5af749a218e4261b6296c197,National City,768,7-8,5,32.669228,-117.0998,3,(619) 336-2600,National City Middle School,public,www.sweetwaterschools.org/
6296,5af749a218e4261b6296c198,National City,624,K-6,5,32.66289,-117.09502,4,(619) 336-8700,Olivewood School,public,http://nsd.us/schools/olivewood/
6297,5af749a218e4261b6296c199,National City,590,K-6,6,32.679607,-117.07479,5,(619) 336-8900,Palmer Way,public,www.nsd.us
6298,5af749a218e4261b6296c19a,National City,464,K-6,4,32.688004,-117.09057,4,(619) 336-8100,Rancho de la Nacion School,public,
6299,5af749a218e4261b6296c19b,National City,273,K-12,NA,32.686893,-117.07775,4,(619) 267-9550,San Diego Academy,private,
6300,5af749a218e4261b6296c19c,National City,NA,K-12,NA,32.667942,-117.077644,3,(619) 267-5560,San Diego Christian Learning Center,private,
6301,5af749a218e4261b6296c19d,National City,NA,PK-12,NA,32.675385,-117.10719,3,(619) 470-5211,South Region Community,public,http://www.sdcoe.net/jccs2
6302,5af749a218e4261b6296c19e,National City,2761,9-12,6,32.65995,-117.09169,4,(619) 474-9700,Sweetwater High School,public,www.sweetwaterschools.org
6303,5af749a218e4261b6296c19f,Needles,4,9-12,NA,34.848866,-114.61398,4,(760) 326-2092,Educational Training Center,public,
6304,5af749a218e4261b6296c1a0,Needles,NA,1-12,NA,34.837646,-114.60311,5,(760) 326-2751,Needles Ag Christian School,private,
6305,5af749a218e4261b6296c1a1,Needles,3,1-12,NA,34.84806,-114.61413,5,(760) 326-2751,Needles Assembly Of God Christian School,private,
6306,5af749a218e4261b6296c1a2,Needles,NA,6-12,NA,34.84002,-114.60531,5,(760) 326-3891,Needles Community Day,public,www.needlesusd.org
6307,5af749a218e4261b6296c1a3,Needles,217,9-12,3,34.839775,-114.61513,5,(760) 326-2191,Needles High School,public,http://nhs.needlesusd.org/
6308,5af749a218e4261b6296c1a4,Needles,187,6-8,2,34.839645,-114.61779,5,(760) 326-3894,Needles Middle School,public,
6309,5af749a218e4261b6296c1a5,Needles,12,K-8,NA,34.828537,-114.61219,5,(760) 326-4406,Needles Seventh-Day Adventist,private,http://needlessdaschool.adventistfaith.org
6310,5af749a218e4261b6296c1a6,Needles,427,K-5,4,34.839775,-114.61779,5,(760) 326-2167,Vista Colorado Elementary School,public,
6311,5af749a218e4261b6296c1a7,Nevada City,53,K-12,NA,39.36678,-121.0486,5,(530) 478-7640,Ananda Living Wisdom School,private,http://livingwisdom.org/
6312,5af749a218e4261b6296c1a8,Nevada City,410,K-4,8,39.251366,-121.02811,5,(530) 265-1870,Deer Creek Elementary School,public,www.ncsd.k12.ca.us
6313,5af749a218e4261b6296c1a9,Nevada City,32,K-8,NA,39.246243,-121.05463,5,(530) 265-2057,Echo Ridge Christian School,private,www.echoridgeschool.com
6314,5af749a218e4261b6296c1aa,Nevada City,NA,K-12,NA,39.263527,-121.01779,4,(530) 265-4823,Forest Charter,charter,http://www.forestcharter.com
6315,5af749a218e4261b6296c1ab,Nevada City,91,K-8,NA,39.37277,-120.9951,5,(530) 265-9052,Grizzly Hill School,public,www.twinridgeselementary.com
6316,5af749a218e4261b6296c1ac,Nevada City,33,7-12,NA,39.319103,-121.098114,5,(530) 265-9057,Milhous School,private,http://www.milhous.org/
6317,5af749a218e4261b6296c1ad,Nevada City,NA,6-12,NA,39.319103,-121.098114,5,(530) 265-9057,"Milhous School, Inc. - Nevada City",private,
6318,5af749a218e4261b6296c1ae,Nevada City,NA,6-8,NA,39.255898,-121.02285,5,(530) 478-6400,Ncsos 3r Community Day,public,
6319,5af749a218e4261b6296c1af,Nevada City,55,K-8,NA,39.253723,-121.0309,4,(530) 265-1885,Nevada City Charter School,charter,www.ncsd.k12.ca.us/nccs
6320,5af749a218e4261b6296c1b0,Nevada City,390,K-8,6,39.254597,-121.14669,4,(530) 273-7736,Nevada City School Of The Arts,charter,www.ncsota.org
6321,5af749a218e4261b6296c1b1,Nevada City,40,K-12,NA,39.253624,-121.03087,1,(530) 265-0611,Nevada County Special Education School,public,www.nevco.org
6322,5af749a218e4261b6296c1b2,Nevada City,410,5-8,5,39.253704,-121.0309,4,(530) 265-1840,Seven Hills Intermediate School,public,www.ncsd.k12.ca.us
6323,5af749a218e4261b6296c1b3,Nevada City,NA,PK-7,NA,39.31532,-120.941734,4,(530) 265-5890,Sierra Christian School,private,
6324,5af749a218e4261b6296c1b4,Nevada City,118,K-8,NA,39.24879,-121.01859,4,(530) 478-1815,Twin Ridges Home Study Charter,charter,http://www.twinridgeshomestudy.org
6325,5af749a218e4261b6296c1b5,Nevada City,NA,11-12,NA,39.26748,-121.09972,5,(530) 273-3183,Woolman Semester,private,
6326,5af749a218e4261b6296c1b6,Nevada City,293,K-8,8,39.25459,-121.14676,3,(530) 265-6060,Yuba River Charter School,charter,http://www.yubariverschool.org
6327,5af749a218e4261b6296c1b7,Newark,468,K-6,3,37.528267,-122.0461,4,(510) 818-3800,August Schilling Elementary School,public,www.newarkunified.org
6328,5af749a218e4261b6296c1b8,Newark,364,3-6,6,37.53468,-122.02303,3,(510) 818-3600,Birch Grove Intermediate,public,https://bge-nusd-ca.schoolloop.com
6329,5af749a218e4261b6296c1b9,Newark,375,K-6,NA,37.529243,-122.015495,4,(510) 818-3100,Birch Grove Primary,public,www.newarkunified.org
6330,5af749a218e4261b6296c1ba,Newark,90,9-12,NA,37.550583,-122.03779,5,(510) 818-3200,Bridgepoint High (Continuation) School,public,www.newarkunified.org
6331,5af749a218e4261b6296c1bb,Newark,44,K,NA,37.52195,-121.9982,5,(510) 770-1771,Challenger - Newark,private,
6332,5af749a218e4261b6296c1bc,Newark,10000,PK-8,NA,37.54691,-122.053215,3,(510) 739-0300,Challenger School - Ardenwood,private,http://www.challengerschool.com/contact_campus.php?id=18
6333,5af749a218e4261b6296c1bd,Newark,33,K-12,2,37.550583,-122.03779,5,(510) 818-3720,Crossroads High (Alternative) School,public,www.newarkunified.org
6334,5af749a218e4261b6296c1be,Newark,319,K-6,5,37.54227,-122.03167,3,(510) 818-4000,E. L. Musick Elementary School,public,www.newarkunified.org
6335,5af749a218e4261b6296c1bf,Newark,1087,K-12,3,37.52161,-121.9927,3,(510) 687-9111,Fame Public Charter School,charter,
6336,5af749a218e4261b6296c1c0,Newark,406,K-6,5,37.54291,-122.05048,4,(510) 818-3900,H. A. Snow Elementary School,public,www.newarkunified.org
6337,5af749a218e4261b6296c1c1,Newark,423,K-6,4,37.538483,-122.04242,3,(510) 818-3300,James A. Graham Elementary School,public,www.newarkunified.org
6338,5af749a218e4261b6296c1c2,Newark,369,K-6,6,37.551647,-122.04246,4,(510) 818-3400,John F. Kennedy Elementary School,public,www.newarkunified.org
6339,5af749a218e4261b6296c1c3,Newark,418,K-6,7,37.535908,-122.05193,4,(510) 818-3500,Lincoln Elementary School,public,www.newarkunified.org
6340,5af749a218e4261b6296c1c4,Newark,906,7-8,5,37.542953,-122.03683,4,(510) 818-3000,Newark Junior High School,public,www.newarkunified.org
6341,5af749a218e4261b6296c1c5,Newark,1850,9-12,6,37.522118,-122.00175,3,(510) 818-4300,Newark Memorial High School,public,www.newarkunified.org
6342,5af749a218e4261b6296c1c6,Newark,249,K-8,NA,37.539227,-122.02791,4,(510) 793-7242,St. Edward School,private,www.stednewark.org
6343,5af749a218e4261b6296c1c7,Newark,17,2-8,NA,37.53226,-122.01145,5,(510) 797-2227,Stellar Academy For Dyslexics,private,www.stellaracademy.org
6344,5af749a318e4261b6296c1c8,Newman,12,7-12,NA,37.320126,-121.02427,5,(209) 862-2309,Foothill Community Day School,public,http://nclusd.k12.ca.us/foothill
6345,5af749a318e4261b6296c1c9,Newman,385,K-5,4,37.319897,-121.02876,5,(209) 862-1020,Hunt Elementary School,public,http://nclusd.k12.ca.us/hunt/
6346,5af749a318e4261b6296c1ca,Newman,469,K-5,NA,37.323193,-121.01493,5,(209) 862-2585,Hurd Barrington Elementary,public,
6347,5af749a318e4261b6296c1cb,Newman,5,K-12,NA,37.32021,-121.0243,5,(209) 862-2309,Newman-Crows Landing Independent Study School,public,
6348,5af749a318e4261b6296c1cc,Newman,777,9-12,5,37.321808,-121.03102,3,(209) 862-2916,Orestimba High School,public,http://nclusd.k12.ca.us/orestimba/
6349,5af749a318e4261b6296c1cd,Newman,403,K-5,2,37.30857,-121.02616,5,(209) 862-2868,Von Renner Elementary School,public,http://nclusd.k12.ca.us/vonrenner/
6350,5af749a318e4261b6296c1ce,Newman,40,9-12,NA,37.320126,-121.02427,5,(209) 862-2412,West Side Valley High (Continuation) School,public,
6351,5af749a318e4261b6296c1cf,Newman,705,6-8,4,37.313114,-121.03476,4,(209) 862-2984,Yolo Junior High School,public,http://nclusd.k12.ca.us/orestimba/
6352,5af749a318e4261b6296c1d0,Newport Beach,NA,K-12,NA,33.928955,-118.20035,4,(858) 952-9614,California Pacific Charter School North Central California,charter,http://www.calpacschools.org
6353,5af749a318e4261b6296c1d1,Newport Beach,NA,K-12,NA,33.928955,-118.20035,4,(858) 952-9614,California Pacific Charter School Of Central California,charter,http://www.calpacschools.org
6354,5af749a318e4261b6296c1d2,Newport Beach,240,6-12,NA,33.9289,-118.2003,5,(855) 225-7227,California Pacific Charter School Of San Diego,charter,http://www.cal-pacs.org/
6355,5af749a318e4261b6296c1d3,Newport Beach,NA,K-12,NA,33.66007,-117.86676,5,(855) 225-7227,California Pacific Charter Schools-Newcastle (Calpac-Newcastle),charter,
6356,5af749a318e4261b6296c1d4,Newport Beach,NA,K-8,NA,33.6311,-117.93737,4,(949) 645-1773,"Carden Hall, Inc School",private,
6357,5af749a318e4261b6296c1d5,Newport Beach,2557,7-12,9,33.63495,-117.88021,3,(949) 515-6000,Corona Del Mar High School,public,www.nmusd.us
6358,5af749a318e4261b6296c1d6,Newport Beach,398,K-6,8,33.641396,-117.87925,4,(949) 515-5920,Eastbluff Elementary School,public,www.nmusd.us
6359,5af749a318e4261b6296c1d7,Newport Beach,20,3-12,NA,33.6172,-117.918785,4,(949) 229-7389,GERMAN SCHOOL campus,private,www.GERMANSCHOOLcampus.com
6360,5af749a318e4261b6296c1d8,Newport Beach,408,K-8,NA,33.608055,-117.85681,4,(949) 640-1410,Harbor Day School,private,www.harborday.org
6361,5af749a318e4261b6296c1d9,Newport Beach,1173,7-8,7,33.619347,-117.91569,3,(949) 515-6910,Horace Ensign Intermediate School,public,www.nmusd.us
6362,5af749a318e4261b6296c1da,Newport Beach,742,PK-6,9,33.631584,-117.90409,4,(949) 515-6960,Mariners Elementary School,public,www.nmusd.us
6363,5af749a318e4261b6296c1db,Newport Beach,100,PK-9,NA,33.639202,-117.86783,5,(949) 760-5485,Newport Christian School,private,newportchristianschool.org
6364,5af749a318e4261b6296c1dc,Newport Beach,595,PK-6,9,33.605087,-117.82406,4,(949) 515-6975,Newport Coast Elementary School,public,www.nmusd.us
6365,5af749a318e4261b6296c1dd,Newport Beach,485,PK-6,9,33.60673,-117.91906,4,(949) 515-6965,Newport Elementary School,public,www.nmusd.us
6366,5af749a318e4261b6296c1de,Newport Beach,2355,9-12,8,33.622864,-117.91165,4,(949) 515-6300,Newport Harbor High School,public,www.nmusd.us
6367,5af749a318e4261b6296c1df,Newport Beach,685,K-6,7,33.626923,-117.92003,4,(949) 515-6970,Newport Heights Elementary School,public,www.nmusd.us
6368,5af749a318e4261b6296c1e0,Newport Beach,86,K-1,NA,33.657356,-117.87477,4,(949) 756-8855,Newport Montessori School,private,http://newportmontessorischool.com/
6369,5af749a318e4261b6296c1e1,Newport Beach,470,K-8,NA,33.63178,-117.87667,4,(949) 644-1166,Our Lady Queen Of Angels,private,
6370,5af749a318e4261b6296c1e2,Newport Beach,370,K-6,9,33.62129,-117.85619,4,(949) 515-6935,Roy O. Andersen Elementary School,public,www.nmusd.us
6371,5af749a318e4261b6296c1e3,Newport Beach,520,9-12,NA,33.618816,-117.823265,4,(949) 219-0100,Sage Hill,private,
6372,5af749a318e4261b6296c1e4,Norco,NA,2-12,NA,33.91255,-117.55254,4,(951) 734-5438,Creative Teaching,private,
6373,5af749a318e4261b6296c1e5,Norco,871,K-6,6,33.90025,-117.57001,3,(951) 736-3326,George Washington Elementary School,public,www.cnusd.k12.ca.us/waes
6374,5af749a318e4261b6296c1e6,Norco,NA,K-12,NA,33.934116,-117.57028,3,(951) 280-9011,Heritage Academy,private,
6375,5af749a318e4261b6296c1e7,Norco,653,K-6,8,33.93936,-117.56737,4,(951) 736-3308,Highland Elementary School,public,www.cnusd.k12.ca.us/hies
6376,5af749a318e4261b6296c1e8,Norco,646,10-12,8,33.915516,-117.56735,4,(951) 738-2200,John F. Kennedy High School,public,www.cnusd.k12.ca.us/jfk
6377,5af749a318e4261b6296c1e9,Norco,NA,K-8,NA,33.931126,-117.54866,4,(951) 734-7032,New Life Christian School,private,
6378,5af749a318e4261b6296c1ea,Norco,629,K-6,7,33.907146,-117.5483,4,(951) 736-3348,Norco Elementary School,public,www.cnusd.k12.ca.us/noes
6379,5af749a318e4261b6296c1eb,Norco,2244,9-12,7,33.91186,-117.54824,4,(951) 736-3241,Norco High School,public,www.cnusd.k12.ca.us/nohs
6380,5af749a318e4261b6296c1ec,Norco,751,7-8,6,33.921448,-117.54416,3,(951) 736-3206,Norco Intermediate School,public,www.cnusd.k12.ca.us/nois
6381,5af749a318e4261b6296c1ed,Norco,NA,11-12,NA,33.91186,-117.54824,3,(951) 736-3243,Norco Vista High School,public,http://www.cnusd.k12.ca.us/norco-hs
6382,5af749a318e4261b6296c1ee,Norco,67,1-12,NA,33.938854,-117.53102,1,(951) 736-0312,Precious Cargo Christian Academy,private,
6383,5af749a318e4261b6296c1ef,Norco,319,K-6,5,33.94897,-117.53225,5,(951) 736-3245,Riverview Elementary School,public,www.cnusd.k12.ca.us/ries
6384,5af749a318e4261b6296c1f0,Norco,459,K-6,4,33.934734,-117.54552,4,(951) 736-3311,Sierra Vista Elementary School,public,www.cnusd.k12.ca.us/sves
6385,5af749a318e4261b6296c1f1,Norco,67,K,NA,33.934242,-117.53298,5,(951) 737-2130,Town And Country Day School,private,
6386,5af749a318e4261b6296c1f2,Norco,274,K-6,NA,33.936962,-117.56306,5,(951) 735-4480,Turning Point Christian School,private,Www.tpcnorco.com
6387,5af749a318e4261b6296c1f3,Norco,51,K-12,NA,33.90048,-117.57021,5,(951) 736-4646,Victress Bower School For Exceptional Students,public,www.cnusd.k12.ca.us/vbes
6388,5af749a418e4261b6296c1f4,Norwalk,523,K-5,4,33.89472,-118.10201,4,(562) 863-8796,Anna M. Glazier Elementary School,public,http://www.glazierelementary.org 
6389,5af749a418e4261b6296c1f5,Norwalk,362,K-5,4,33.884296,-118.07813,4,(562) 926-2365,Arturo Sanchez Elementary School,public,http://www.sanchezelementary.org 
6390,5af749a418e4261b6296c1f6,Norwalk,428,K-6,4,33.90319,-118.07483,5,(562) 868-3565,Cesar Chavez Elementary School,public,http://www.chavezelem.org 
6391,5af749a418e4261b6296c1f7,Norwalk,770,6-8,3,33.906784,-118.0984,4,(562) 868-2678,Corvallis Middle School,public,http://www.corvallisms.org 
6392,5af749a418e4261b6296c1f8,Norwalk,301,K-5,7,33.929813,-118.08436,4,(562) 868-6620,Cresson Elementary School,public,www.littlelake.k12.ca.us
6393,5af749a418e4261b6296c1f9,Norwalk,403,K-5,5,33.908497,-118.09565,3,(562) 864-2508,D. D. Johnston Elementary School,public,http://www.ddjohnstonelementary.org 
6394,5af749a418e4261b6296c1fa,Norwalk,484,K-5,4,33.893894,-118.07618,5,(562) 864-9501,Earl E. Edmondson Elementary School,public,http://www.edmondsonelementary.org 
6395,5af749a418e4261b6296c1fb,Norwalk,45,"K-4, 6, 8-9, 11-12",NA,33.915215,-118.08343,4,(562) 868-2398,Grace Christian Schools,private,http://www.maclectic.com/Grace
6396,5af749a418e4261b6296c1fc,Norwalk,617,K-5,4,33.894802,-118.06416,4,(562) 921-9934,John Dolland Elementary School,public,http://www.dollandes.org 
6397,5af749a418e4261b6296c1fd,Norwalk,1553,9-12,5,33.908188,-118.05533,4,(562) 868-0431,John H. Glenn High School,public,http://www.jghs.org 
6398,5af749a418e4261b6296c1fe,Norwalk,385,K-5,3,33.89636,-118.08689,4,(562) 863-3788,John H. Nuffer Elementary School,public,http://www.nufferelementary.org 
6399,5af749a418e4261b6296c1ff,Norwalk,789,K-5,7,33.9088,-118.0859,5,(562) 868-9878,Julia B. Morrison Elementary School,public,http://www.morrisontigers.org 
6400,5af749a418e4261b6296c200,Norwalk,278,K-5,6,33.929657,-118.07697,3,(562) 868-8887,Lakeland Elementary School,public,https://ll-llcsd-ca.schoolloop.com/
6401,5af749a418e4261b6296c201,Norwalk,655,6-8,6,33.92798,-118.09917,4,(562) 868-9442,Lakeside Middle School,public,www.littlelake.k12.ca.us
6402,5af749a418e4261b6296c202,Norwalk,NA,K-12,NA,33.9063,-118.076965,4,(562) 833-3701,Liberty Baptist Academy,private,
6403,5af749a418e4261b6296c203,Norwalk,657,K-5,5,33.896687,-118.09561,4,(562) 462-9273,Loretta Lampton Elementary School,public,http://www.lamptonschool.org 
6404,5af749a418e4261b6296c204,Norwalk,1256,6-8,5,33.8965,-118.08679,4,(562) 868-0865,Los Alisos Middle School,public,http://www.losalisosmiddle.org 
6405,5af749a418e4261b6296c205,Norwalk,NA,PK-8,NA,33.893883,-118.09949,4,(562) 863-1738,Nazarene Christian School,private,
6406,5af749a418e4261b6296c206,Norwalk,697,6-8,2,33.90113,-118.07294,4,(562) 921-7981,Nettie L. Waite Middle School,public,http://www.waitemiddle.org/
6407,5af749a418e4261b6296c207,Norwalk,47,K-12,NA,33.91676,-118.091034,4,(562) 929-0774,New Harvest Christian,private,
6408,5af749a418e4261b6296c208,Norwalk,441,K-5,4,33.908173,-118.10166,5,(562) 868-9848,New River Elementary School,public,http://www.newriverelementary.org 
6409,5af749a418e4261b6296c209,Norwalk,56,K-6,NA,33.90998,-118.09901,5,(562) 863-6282,Norwalk Christian Academy,private,www.norwalkchristianacademy.com
6410,5af749a418e4261b6296c20a,Norwalk,40,K-8,NA,33.930305,-118.08245,3,(562) 863-5751,Norwalk Christian School,private,http://norwalkchristianeagles.com/
